HOG,align_pos,gene_name,gene_codon,genome_coords,poly_nucl,poly_aa
Tce__HOG_3443,146,TCE_06900-RA,63,3_Tce_b3v08_scaf001567_pos_88809;3_Tce_b3v08_scaf001567_pos_88810;3_Tce_b3v08_scaf001567_pos_88811,fixed,fixed
Tce__HOG_3443,147,TCE_06900-RA,64,3_Tce_b3v08_scaf001567_pos_88812;3_Tce_b3v08_scaf001567_pos_88813;3_Tce_b3v08_scaf001567_pos_88814,fixed,fixed
Tce__HOG_3443,168,TCE_06900-RA,71,3_Tce_b3v08_scaf001567_pos_88833;3_Tce_b3v08_scaf001567_pos_88834;3_Tce_b3v08_scaf001567_pos_88835,fixed,fixed
Tce__HOG_3443,170,TCE_06900-RA,73,3_Tce_b3v08_scaf001567_pos_88839;3_Tce_b3v08_scaf001567_pos_88840;3_Tce_b3v08_scaf001567_pos_88841,fixed,fixed
Tce__HOG_3443,171,TCE_06900-RA,74,3_Tce_b3v08_scaf001567_pos_88842;3_Tce_b3v08_scaf001567_pos_88843;3_Tce_b3v08_scaf001567_pos_88844,fixed,fixed
Tce__HOG_3443,172,TCE_06900-RA,75,3_Tce_b3v08_scaf001567_pos_88845;3_Tce_b3v08_scaf001567_pos_88846;3_Tce_b3v08_scaf001567_pos_88847,fixed,fixed
Tce__HOG_3642,2,TCE_07937-RA,2,3_Tce_b3v08_scaf002584_pos_47740;3_Tce_b3v08_scaf002584_pos_47739;3_Tce_b3v08_scaf002584_pos_47738,fixed,fixed
Tce__HOG_4124,1045,TCE_05128-RA,561,3_Tce_b3v08_scaf002724_pos_41345;3_Tce_b3v08_scaf002724_pos_41344;3_Tce_b3v08_scaf002724_pos_41343,fixed,fixed
Tce__HOG_4695,1316,TCE_02611-RA,559,3_Tce_b3v08_scaf000345_pos_182308;3_Tce_b3v08_scaf000345_pos_182309;3_Tce_b3v08_scaf000345_pos_182310,fixed,fixed
Tce__HOG_4927,1504,TCE_02835-RA,801,3_Tce_b3v08_scaf000174_pos_190000;3_Tce_b3v08_scaf000174_pos_189999;3_Tce_b3v08_scaf000174_pos_189998,fixed,fixed
Tce__HOG_5626,327,TCE_01580-RA,280,3_Tce_b3v08_scaf000231_pos_117722;3_Tce_b3v08_scaf000231_pos_117721;3_Tce_b3v08_scaf000231_pos_117720,fixed,fixed
Tce__HOG_6232,169,TCE_08424-RA,164,3_Tce_b3v08_scaf004614_pos_38411;3_Tce_b3v08_scaf004614_pos_38410;3_Tce_b3v08_scaf004614_pos_38409,fixed,fixed
Tce__HOG_6232,170,TCE_08424-RA,165,3_Tce_b3v08_scaf004614_pos_38408;3_Tce_b3v08_scaf004614_pos_38407;3_Tce_b3v08_scaf004614_pos_38406,fixed,fixed
Tce__HOG_6232,171,TCE_08424-RA,166,3_Tce_b3v08_scaf004614_pos_38405;3_Tce_b3v08_scaf004614_pos_38404;3_Tce_b3v08_scaf004614_pos_38403,fixed,fixed
Tce__HOG_6232,172,TCE_08424-RA,167,3_Tce_b3v08_scaf004614_pos_38402;3_Tce_b3v08_scaf004614_pos_38401;3_Tce_b3v08_scaf004614_pos_38400,fixed,fixed
Tce__HOG_733,462,TCE_03835-RA,176,3_Tce_b3v08_scaf001877_pos_45003;3_Tce_b3v08_scaf001877_pos_45002;3_Tce_b3v08_scaf001877_pos_45001,fixed,fixed
Tce__HOG_733,463,TCE_03835-RA,177,3_Tce_b3v08_scaf001877_pos_45000;3_Tce_b3v08_scaf001877_pos_44999;3_Tce_b3v08_scaf001877_pos_44998,fixed,fixed
Tce__HOG_8027,354,TCE_11529-RA,131,3_Tce_b3v08_scaf008112_pos_13535;3_Tce_b3v08_scaf008112_pos_13536;3_Tce_b3v08_scaf008112_pos_13537,fixed,fixed
Tce__HOG_8497,2,TCE_03694-RA,2,3_Tce_b3v08_scaf000775_pos_158694;3_Tce_b3v08_scaf000775_pos_158695;3_Tce_b3v08_scaf000775_pos_158696,fixed,fixed
Tce__HOG_8497,3,TCE_03694-RA,3,3_Tce_b3v08_scaf000775_pos_158697;3_Tce_b3v08_scaf000775_pos_158698;3_Tce_b3v08_scaf000775_pos_158699,fixed,fixed
Tce__HOG_8497,288,TCE_03694-RA,8,3_Tce_b3v08_scaf000775_pos_158712;3_Tce_b3v08_scaf000775_pos_158713;3_Tce_b3v08_scaf000775_pos_158714,fixed,fixed
Tce__HOG_958,415,TCE_07058-RA,43,3_Tce_b3v08_scaf003039_pos_82889;3_Tce_b3v08_scaf003039_pos_80811;3_Tce_b3v08_scaf003039_pos_80810,fixed,fixed
Tce__HOG_958,417,TCE_07058-RA,45,3_Tce_b3v08_scaf003039_pos_80806;3_Tce_b3v08_scaf003039_pos_80805;3_Tce_b3v08_scaf003039_pos_80804,fixed,fixed
Tce__HOG_958,418,TCE_07058-RA,46,3_Tce_b3v08_scaf003039_pos_80803;3_Tce_b3v08_scaf003039_pos_80802;3_Tce_b3v08_scaf003039_pos_80801,fixed,fixed
Tce__HOG_958,422,TCE_07058-RA,50,3_Tce_b3v08_scaf003039_pos_80791;3_Tce_b3v08_scaf003039_pos_80790;3_Tce_b3v08_scaf003039_pos_80789,fixed,fixed
Tce__HOG_958,423,TCE_07058-RA,51,3_Tce_b3v08_scaf003039_pos_80788;3_Tce_b3v08_scaf003039_pos_80787;3_Tce_b3v08_scaf003039_pos_80786,fixed,fixed
Tce__HOG_958,427,TCE_07058-RA,55,3_Tce_b3v08_scaf003039_pos_80776;3_Tce_b3v08_scaf003039_pos_80775;3_Tce_b3v08_scaf003039_pos_80774,fixed,fixed
Tce__HOG_958,461,TCE_07058-RA,84,3_Tce_b3v08_scaf003039_pos_80689;3_Tce_b3v08_scaf003039_pos_80688;3_Tce_b3v08_scaf003039_pos_80687,fixed,fixed
Tcm__HOG_103,2,TCM_02990-RA,2,2_Tcm_b3v08_scaf004026_pos_32408;2_Tcm_b3v08_scaf004026_pos_32409;2_Tcm_b3v08_scaf004026_pos_32410,fixed,fixed
Tcm__HOG_10535,824,TCM_09701-RA,337,2_Tcm_b3v08_scaf000560_pos_166850;2_Tcm_b3v08_scaf000560_pos_166851;2_Tcm_b3v08_scaf000560_pos_166852,fixed,fixed
Tcm__HOG_10535,825,TCM_09701-RA,338,2_Tcm_b3v08_scaf000560_pos_166853;2_Tcm_b3v08_scaf000560_pos_166854;2_Tcm_b3v08_scaf000560_pos_166855,fixed,fixed
Tcm__HOG_1109,32,TCM_07704-RA,2,2_Tcm_b3v08_scaf006322_pos_31079;2_Tcm_b3v08_scaf006322_pos_31078;2_Tcm_b3v08_scaf006322_pos_31077,fixed,fixed
Tcm__HOG_1325,843,TCM_05011-RA,2,2_Tcm_b3v08_scaf000795_pos_7413;2_Tcm_b3v08_scaf000795_pos_7414;2_Tcm_b3v08_scaf000795_pos_7415,fixed,fixed
Tcm__HOG_1362,360,TCM_02277-RA,208,2_Tcm_b3v08_scaf003258_pos_75774;2_Tcm_b3v08_scaf003258_pos_75775;2_Tcm_b3v08_scaf003258_pos_75776,fixed,fixed
Tcm__HOG_1414,49,TCM_10683-RA,49,2_Tcm_b3v08_scaf008378_pos_280;2_Tcm_b3v08_scaf008378_pos_281;2_Tcm_b3v08_scaf008378_pos_282,fixed,fixed
Tcm__HOG_1449,329,TCM_01922-RA,2,2_Tcm_b3v08_scaf000805_pos_138873;2_Tcm_b3v08_scaf000805_pos_138874;2_Tcm_b3v08_scaf000805_pos_138875,fixed,fixed
Tcm__HOG_1449,331,TCM_01922-RA,4,2_Tcm_b3v08_scaf000805_pos_138879;2_Tcm_b3v08_scaf000805_pos_138880;2_Tcm_b3v08_scaf000805_pos_138881,fixed,fixed
Tcm__HOG_1449,332,TCM_01922-RA,5,2_Tcm_b3v08_scaf000805_pos_138882;2_Tcm_b3v08_scaf000805_pos_138883;2_Tcm_b3v08_scaf000805_pos_138884,fixed,fixed
Tcm__HOG_1449,334,TCM_01922-RA,7,2_Tcm_b3v08_scaf000805_pos_138888;2_Tcm_b3v08_scaf000805_pos_138889;2_Tcm_b3v08_scaf000805_pos_138890,fixed,fixed
Tcm__HOG_1449,335,TCM_01922-RA,8,2_Tcm_b3v08_scaf000805_pos_138891;2_Tcm_b3v08_scaf000805_pos_138892;2_Tcm_b3v08_scaf000805_pos_138893,fixed,fixed
Tcm__HOG_1513,2,TCM_09046-RA,2,2_Tcm_b3v08_scaf005121_pos_45694;2_Tcm_b3v08_scaf005121_pos_45693;2_Tcm_b3v08_scaf005121_pos_45692,fixed,fixed
Tcm__HOG_1513,3,TCM_09046-RA,3,2_Tcm_b3v08_scaf005121_pos_45691;2_Tcm_b3v08_scaf005121_pos_44693;2_Tcm_b3v08_scaf005121_pos_44692,fixed,fixed
Tcm__HOG_16171,11,TCM_11819-RA,2,2_Tcm_b3v08_scaf007029_pos_9124;2_Tcm_b3v08_scaf007029_pos_9125;2_Tcm_b3v08_scaf007029_pos_9126,fixed,fixed
Tcm__HOG_16505,614,TCM_00624-RA,388,2_Tcm_b3v08_scaf000139_pos_117630;2_Tcm_b3v08_scaf000139_pos_117629;2_Tcm_b3v08_scaf000139_pos_117628,fixed,fixed
Tcm__HOG_16505,615,TCM_00624-RA,389,2_Tcm_b3v08_scaf000139_pos_117627;2_Tcm_b3v08_scaf000139_pos_117626;2_Tcm_b3v08_scaf000139_pos_115059,fixed,fixed
Tcm__HOG_16667,979,TCM_05455-RA,331,2_Tcm_b3v08_scaf001365_pos_115459;2_Tcm_b3v08_scaf001365_pos_115458;2_Tcm_b3v08_scaf001365_pos_115457,fixed,fixed
Tcm__HOG_16847,156,TCM_11917-RA,2,2_Tcm_b3v08_scaf007515_pos_7046;2_Tcm_b3v08_scaf007515_pos_7047;2_Tcm_b3v08_scaf007515_pos_7048,fixed,fixed
Tcm__HOG_16921,1194,TCM_07999-RA,635,2_Tcm_b3v08_scaf005460_pos_36063;2_Tcm_b3v08_scaf005460_pos_36064;2_Tcm_b3v08_scaf005460_pos_36065,fixed,fixed
Tcm__HOG_16988,93,TCM_08061-RA,93,2_Tcm_b3v08_scaf003373_pos_67164;2_Tcm_b3v08_scaf003373_pos_67163;2_Tcm_b3v08_scaf003373_pos_66587,fixed,fixed
Tcm__HOG_16993,775,TCM_05960-RA,585,2_Tcm_b3v08_scaf002112_pos_25631;2_Tcm_b3v08_scaf002112_pos_25630;2_Tcm_b3v08_scaf002112_pos_25629,fixed,fixed
Tcm__HOG_16993,776,TCM_05960-RA,586,2_Tcm_b3v08_scaf002112_pos_25628;2_Tcm_b3v08_scaf002112_pos_25627;2_Tcm_b3v08_scaf002112_pos_25626,fixed,fixed
Tcm__HOG_17393,2,TCM_01422-RA,2,2_Tcm_b3v08_scaf000439_pos_77603;2_Tcm_b3v08_scaf000439_pos_77602;2_Tcm_b3v08_scaf000439_pos_77601,fixed,fixed
Tcm__HOG_17756,597,TCM_02647-RA,395,2_Tcm_b3v08_scaf001085_pos_91110;2_Tcm_b3v08_scaf001085_pos_91111;2_Tcm_b3v08_scaf001085_pos_91112,fixed,fixed
Tcm__HOG_17870,444,TCM_02871-RA,408,2_Tcm_b3v08_scaf001057_pos_101673;2_Tcm_b3v08_scaf001057_pos_101672;2_Tcm_b3v08_scaf001057_pos_101671,poly,poly
Tcm__HOG_17870,591,TCM_02871-RA,537,2_Tcm_b3v08_scaf001057_pos_98833;2_Tcm_b3v08_scaf001057_pos_98832;2_Tcm_b3v08_scaf001057_pos_98831,fixed,fixed
Tcm__HOG_17870,592,TCM_02871-RA,538,2_Tcm_b3v08_scaf001057_pos_98830;2_Tcm_b3v08_scaf001057_pos_98829;2_Tcm_b3v08_scaf001057_pos_98828,fixed,fixed
Tcm__HOG_17870,733,TCM_02871-RA,679,2_Tcm_b3v08_scaf001057_pos_96460;2_Tcm_b3v08_scaf001057_pos_96459;2_Tcm_b3v08_scaf001057_pos_96458,fixed,fixed
Tcm__HOG_17870,734,TCM_02871-RA,680,2_Tcm_b3v08_scaf001057_pos_96457;2_Tcm_b3v08_scaf001057_pos_96456;2_Tcm_b3v08_scaf001057_pos_96455,fixed,fixed
Tcm__HOG_18187,739,TCM_08913-RA,393,2_Tcm_b3v08_scaf005865_pos_2256;2_Tcm_b3v08_scaf005865_pos_2255;2_Tcm_b3v08_scaf005865_pos_2254,fixed,fixed
Tcm__HOG_18187,740,TCM_08913-RA,394,2_Tcm_b3v08_scaf005865_pos_2253;2_Tcm_b3v08_scaf005865_pos_2252;2_Tcm_b3v08_scaf005865_pos_2251,fixed,fixed
Tcm__HOG_18376,1143,TCM_12568-RA,493,2_Tcm_b3v08_scaf009992_pos_2593;2_Tcm_b3v08_scaf009992_pos_2592;2_Tcm_b3v08_scaf009992_pos_2591,fixed,fixed
Tcm__HOG_18583,1025,TCM_10430-RA,372,2_Tcm_b3v08_scaf011647_pos_1655;2_Tcm_b3v08_scaf011647_pos_1654;2_Tcm_b3v08_scaf011647_pos_1653,fixed,fixed
Tcm__HOG_18857,121,TCM_02533-RA,115,2_Tcm_b3v08_scaf000297_pos_108205;2_Tcm_b3v08_scaf000297_pos_108206;2_Tcm_b3v08_scaf000297_pos_108207,poly,poly
Tcm__HOG_18857,451,TCM_02533-RA,435,2_Tcm_b3v08_scaf000297_pos_114861;2_Tcm_b3v08_scaf000297_pos_114862;2_Tcm_b3v08_scaf000297_pos_114863,fixed,fixed
Tcm__HOG_19047,479,TCM_11644-RA,407,2_Tcm_b3v08_scaf001209_pos_12104;2_Tcm_b3v08_scaf001209_pos_12103;2_Tcm_b3v08_scaf001209_pos_12102,fixed,fixed
Tcm__HOG_19133,1503,TCM_00669-RA,1051,2_Tcm_b3v08_scaf000059_pos_275695;2_Tcm_b3v08_scaf000059_pos_275694;2_Tcm_b3v08_scaf000059_pos_275693,fixed,fixed
Tcm__HOG_19435,468,TCM_09621-RA,288,2_Tcm_b3v08_scaf000974_pos_180068;2_Tcm_b3v08_scaf000974_pos_181881;2_Tcm_b3v08_scaf000974_pos_181882,fixed,fixed
Tcm__HOG_19660,531,TCM_12771-RA,421,2_Tcm_b3v08_scaf018897_pos_33;2_Tcm_b3v08_scaf018897_pos_32;2_Tcm_b3v08_scaf018897_pos_31,fixed,fixed
Tcm__HOG_20063,363,TCM_05072-RA,2,2_Tcm_b3v08_scaf002224_pos_4188;2_Tcm_b3v08_scaf002224_pos_4189;2_Tcm_b3v08_scaf002224_pos_4190,fixed,fixed
Tcm__HOG_20108,37,TCM_10026-RA,29,2_Tcm_b3v08_scaf004378_pos_41782;2_Tcm_b3v08_scaf004378_pos_41781;2_Tcm_b3v08_scaf004378_pos_41780,poly,fixed
Tcm__HOG_20266,67,TCM_00369-RA,2,2_Tcm_b3v08_scaf000199_pos_263548;2_Tcm_b3v08_scaf000199_pos_263549;2_Tcm_b3v08_scaf000199_pos_263550,fixed,fixed
Tcm__HOG_20266,68,TCM_00369-RA,3,2_Tcm_b3v08_scaf000199_pos_263551;2_Tcm_b3v08_scaf000199_pos_263552;2_Tcm_b3v08_scaf000199_pos_263553,fixed,fixed
Tcm__HOG_20266,337,TCM_00369-RA,250,2_Tcm_b3v08_scaf000199_pos_269259;2_Tcm_b3v08_scaf000199_pos_269260;2_Tcm_b3v08_scaf000199_pos_269261,poly,poly
Tcm__HOG_20406,16,TCM_04338-RA,2,2_Tcm_b3v08_scaf000577_pos_81554;2_Tcm_b3v08_scaf000577_pos_81553;2_Tcm_b3v08_scaf000577_pos_81552,fixed,fixed
Tcm__HOG_20406,135,TCM_04338-RA,90,2_Tcm_b3v08_scaf000577_pos_71420;2_Tcm_b3v08_scaf000577_pos_68016;2_Tcm_b3v08_scaf000577_pos_68015,fixed,fixed
Tcm__HOG_20529,603,TCM_02481-RA,365,2_Tcm_b3v08_scaf000888_pos_29817;2_Tcm_b3v08_scaf000888_pos_29818;2_Tcm_b3v08_scaf000888_pos_40030,fixed,fixed
Tcm__HOG_20837,203,TCM_05741-RA,154,2_Tcm_b3v08_scaf002599_pos_96818;2_Tcm_b3v08_scaf002599_pos_96819;2_Tcm_b3v08_scaf002599_pos_96820,fixed,fixed
Tcm__HOG_20869,145,TCM_09730-RA,135,2_Tcm_b3v08_scaf013648_pos_1228;2_Tcm_b3v08_scaf013648_pos_1229;2_Tcm_b3v08_scaf013648_pos_1230,fixed,fixed
Tcm__HOG_20869,150,TCM_09730-RA,140,2_Tcm_b3v08_scaf013648_pos_1243;2_Tcm_b3v08_scaf013648_pos_1244;2_Tcm_b3v08_scaf013648_pos_1245,fixed,fixed
Tcm__HOG_20869,151,TCM_09730-RA,141,2_Tcm_b3v08_scaf013648_pos_1246;2_Tcm_b3v08_scaf013648_pos_1247;2_Tcm_b3v08_scaf013648_pos_1248,fixed,fixed
Tcm__HOG_20869,153,TCM_09730-RA,143,2_Tcm_b3v08_scaf013648_pos_1252;2_Tcm_b3v08_scaf013648_pos_1253;2_Tcm_b3v08_scaf013648_pos_1254,fixed,fixed
Tcm__HOG_20869,154,TCM_09730-RA,144,2_Tcm_b3v08_scaf013648_pos_1255;2_Tcm_b3v08_scaf013648_pos_1256;2_Tcm_b3v08_scaf013648_pos_1257,fixed,fixed
Tcm__HOG_20869,157,TCM_09730-RA,147,2_Tcm_b3v08_scaf013648_pos_1264;2_Tcm_b3v08_scaf013648_pos_1265;2_Tcm_b3v08_scaf013648_pos_1266,fixed,fixed
Tcm__HOG_20869,158,TCM_09730-RA,148,2_Tcm_b3v08_scaf013648_pos_1267;2_Tcm_b3v08_scaf013648_pos_1268;2_Tcm_b3v08_scaf013648_pos_1269,fixed,fixed
Tcm__HOG_20869,159,TCM_09730-RA,149,2_Tcm_b3v08_scaf013648_pos_1270;2_Tcm_b3v08_scaf013648_pos_1271;2_Tcm_b3v08_scaf013648_pos_1272,fixed,fixed
Tcm__HOG_20869,160,TCM_09730-RA,150,2_Tcm_b3v08_scaf013648_pos_1273;2_Tcm_b3v08_scaf013648_pos_1274;2_Tcm_b3v08_scaf013648_pos_1275,fixed,fixed
Tcm__HOG_20869,162,TCM_09730-RA,152,2_Tcm_b3v08_scaf013648_pos_1279;2_Tcm_b3v08_scaf013648_pos_1280;2_Tcm_b3v08_scaf013648_pos_1281,fixed,fixed
Tcm__HOG_20869,163,TCM_09730-RA,153,2_Tcm_b3v08_scaf013648_pos_1282;2_Tcm_b3v08_scaf013648_pos_1283;2_Tcm_b3v08_scaf013648_pos_1284,fixed,fixed
Tcm__HOG_20869,164,TCM_09730-RA,154,2_Tcm_b3v08_scaf013648_pos_1285;2_Tcm_b3v08_scaf013648_pos_1286;2_Tcm_b3v08_scaf013648_pos_1287,fixed,fixed
Tcm__HOG_20869,166,TCM_09730-RA,156,2_Tcm_b3v08_scaf013648_pos_1291;2_Tcm_b3v08_scaf013648_pos_1292;2_Tcm_b3v08_scaf013648_pos_1293,fixed,fixed
Tcm__HOG_20869,168,TCM_09730-RA,158,2_Tcm_b3v08_scaf013648_pos_1297;2_Tcm_b3v08_scaf013648_pos_1298;2_Tcm_b3v08_scaf013648_pos_1299,fixed,fixed
Tcm__HOG_20869,173,TCM_09730-RA,163,2_Tcm_b3v08_scaf013648_pos_1312;2_Tcm_b3v08_scaf013648_pos_1313;2_Tcm_b3v08_scaf013648_pos_1314,fixed,fixed
Tcm__HOG_20869,174,TCM_09730-RA,164,2_Tcm_b3v08_scaf013648_pos_1315;2_Tcm_b3v08_scaf013648_pos_1316;2_Tcm_b3v08_scaf013648_pos_1317,fixed,fixed
Tcm__HOG_20869,439,TCM_09730-RA,193,2_Tcm_b3v08_scaf013648_pos_1402;2_Tcm_b3v08_scaf013648_pos_1403;2_Tcm_b3v08_scaf013648_pos_1404,fixed,fixed
Tcm__HOG_21040,420,TCM_07110-RA,271,2_Tcm_b3v08_scaf001096_pos_57500;2_Tcm_b3v08_scaf001096_pos_57501;2_Tcm_b3v08_scaf001096_pos_57502,fixed,fixed
Tcm__HOG_21055,459,TCM_14394-RA,124,2_Tcm_b3v08_scaf038815_pos_1915;2_Tcm_b3v08_scaf038815_pos_1916;2_Tcm_b3v08_scaf038815_pos_1917,fixed,fixed
Tcm__HOG_21114,622,TCM_07076-RA,326,2_Tcm_b3v08_scaf000182_pos_239;2_Tcm_b3v08_scaf000182_pos_238;2_Tcm_b3v08_scaf000182_pos_237,fixed,fixed
Tcm__HOG_21454,848,TCM_04029-RA,572,2_Tcm_b3v08_scaf002521_pos_36577;2_Tcm_b3v08_scaf002521_pos_36576;2_Tcm_b3v08_scaf002521_pos_36575,fixed,fixed
Tcm__HOG_21488,565,TCM_03398-RA,239,2_Tcm_b3v08_scaf000372_pos_158100;2_Tcm_b3v08_scaf000372_pos_158101;2_Tcm_b3v08_scaf000372_pos_158102,fixed,fixed
Tcm__HOG_21488,566,TCM_03398-RA,240,2_Tcm_b3v08_scaf000372_pos_158103;2_Tcm_b3v08_scaf000372_pos_158104;2_Tcm_b3v08_scaf000372_pos_158105,fixed,fixed
Tcm__HOG_21488,568,TCM_03398-RA,242,2_Tcm_b3v08_scaf000372_pos_158109;2_Tcm_b3v08_scaf000372_pos_158110;2_Tcm_b3v08_scaf000372_pos_158111,fixed,fixed
Tcm__HOG_21688,144,TCM_09269-RA,57,2_Tcm_b3v08_scaf010459_pos_7606;2_Tcm_b3v08_scaf010459_pos_7605;2_Tcm_b3v08_scaf010459_pos_7604,fixed,fixed
Tcm__HOG_21688,146,TCM_09269-RA,59,2_Tcm_b3v08_scaf010459_pos_7600;2_Tcm_b3v08_scaf010459_pos_7599;2_Tcm_b3v08_scaf010459_pos_7598,fixed,fixed
Tcm__HOG_21688,148,TCM_09269-RA,61,2_Tcm_b3v08_scaf010459_pos_7594;2_Tcm_b3v08_scaf010459_pos_7593;2_Tcm_b3v08_scaf010459_pos_7592,fixed,fixed
Tcm__HOG_21688,153,TCM_09269-RA,66,2_Tcm_b3v08_scaf010459_pos_7579;2_Tcm_b3v08_scaf010459_pos_7578;2_Tcm_b3v08_scaf010459_pos_7577,fixed,fixed
Tcm__HOG_21688,157,TCM_09269-RA,70,2_Tcm_b3v08_scaf010459_pos_7567;2_Tcm_b3v08_scaf010459_pos_7566;2_Tcm_b3v08_scaf010459_pos_7565,fixed,fixed
Tcm__HOG_2190,207,TCM_08405-RA,105,2_Tcm_b3v08_scaf002880_pos_11099;2_Tcm_b3v08_scaf002880_pos_11098;2_Tcm_b3v08_scaf002880_pos_11097,fixed,fixed
Tcm__HOG_2190,210,TCM_08405-RA,107,2_Tcm_b3v08_scaf002880_pos_11093;2_Tcm_b3v08_scaf002880_pos_11092;2_Tcm_b3v08_scaf002880_pos_11091,fixed,fixed
Tcm__HOG_21985,703,TCM_10132-RA,293,2_Tcm_b3v08_scaf007547_pos_18567;2_Tcm_b3v08_scaf007547_pos_18566;2_Tcm_b3v08_scaf007547_pos_18565,fixed,fixed
Tcm__HOG_21985,704,TCM_10132-RA,294,2_Tcm_b3v08_scaf007547_pos_18564;2_Tcm_b3v08_scaf007547_pos_18563;2_Tcm_b3v08_scaf007547_pos_18562,fixed,fixed
Tcm__HOG_21985,705,TCM_10132-RA,295,2_Tcm_b3v08_scaf007547_pos_18561;2_Tcm_b3v08_scaf007547_pos_18560;2_Tcm_b3v08_scaf007547_pos_18559,fixed,fixed
Tcm__HOG_21985,706,TCM_10132-RA,296,2_Tcm_b3v08_scaf007547_pos_18558;2_Tcm_b3v08_scaf007547_pos_18557;2_Tcm_b3v08_scaf007547_pos_18556,fixed,fixed
Tcm__HOG_22132,219,TCM_13884-RA,2,2_Tcm_b3v08_scaf012824_pos_3595;2_Tcm_b3v08_scaf012824_pos_3596;2_Tcm_b3v08_scaf012824_pos_3597,fixed,fixed
Tcm__HOG_22513,463,TCM_01377-RA,288,2_Tcm_b3v08_scaf000013_pos_109908;2_Tcm_b3v08_scaf000013_pos_109909;2_Tcm_b3v08_scaf000013_pos_109910,fixed,fixed
Tcm__HOG_22513,465,TCM_01377-RA,290,2_Tcm_b3v08_scaf000013_pos_109914;2_Tcm_b3v08_scaf000013_pos_109915;2_Tcm_b3v08_scaf000013_pos_109916,fixed,fixed
Tcm__HOG_22571,200,TCM_04931-RA,82,2_Tcm_b3v08_scaf000186_pos_370755;2_Tcm_b3v08_scaf000186_pos_370754;2_Tcm_b3v08_scaf000186_pos_370753,fixed,fixed
Tcm__HOG_22571,206,TCM_04931-RA,88,2_Tcm_b3v08_scaf000186_pos_370737;2_Tcm_b3v08_scaf000186_pos_370736;2_Tcm_b3v08_scaf000186_pos_370735,fixed,fixed
Tcm__HOG_22681,357,TCM_02612-RA,238,2_Tcm_b3v08_scaf001979_pos_66898;2_Tcm_b3v08_scaf001979_pos_66899;2_Tcm_b3v08_scaf001979_pos_66900,fixed,fixed
Tcm__HOG_22691,2,TCM_02663-RA,2,2_Tcm_b3v08_scaf001721_pos_116228;2_Tcm_b3v08_scaf001721_pos_116227;2_Tcm_b3v08_scaf001721_pos_116226,fixed,fixed
Tcm__HOG_22691,3,TCM_02663-RA,3,2_Tcm_b3v08_scaf001721_pos_114502;2_Tcm_b3v08_scaf001721_pos_114501;2_Tcm_b3v08_scaf001721_pos_114500,fixed,fixed
Tcm__HOG_22691,185,TCM_02663-RA,105,2_Tcm_b3v08_scaf001721_pos_111556;2_Tcm_b3v08_scaf001721_pos_111555;2_Tcm_b3v08_scaf001721_pos_111554,fixed,fixed
Tcm__HOG_22691,186,TCM_02663-RA,106,2_Tcm_b3v08_scaf001721_pos_111553;2_Tcm_b3v08_scaf001721_pos_111552;2_Tcm_b3v08_scaf001721_pos_111551,fixed,fixed
Tcm__HOG_22691,472,TCM_02663-RA,296,2_Tcm_b3v08_scaf001721_pos_104116;2_Tcm_b3v08_scaf001721_pos_104115;2_Tcm_b3v08_scaf001721_pos_104114,fixed,fixed
Tcm__HOG_23293,58,TCM_01141-RA,31,2_Tcm_b3v08_scaf002742_pos_41198;2_Tcm_b3v08_scaf002742_pos_41199;2_Tcm_b3v08_scaf002742_pos_41200,fixed,fixed
Tcm__HOG_23293,59,TCM_01141-RA,32,2_Tcm_b3v08_scaf002742_pos_41201;2_Tcm_b3v08_scaf002742_pos_41202;2_Tcm_b3v08_scaf002742_pos_41203,fixed,fixed
Tcm__HOG_23293,60,TCM_01141-RA,33,2_Tcm_b3v08_scaf002742_pos_41204;2_Tcm_b3v08_scaf002742_pos_41205;2_Tcm_b3v08_scaf002742_pos_41206,fixed,fixed
Tcm__HOG_23293,61,TCM_01141-RA,34,2_Tcm_b3v08_scaf002742_pos_41207;2_Tcm_b3v08_scaf002742_pos_41208;2_Tcm_b3v08_scaf002742_pos_41209,fixed,fixed
Tcm__HOG_23293,65,TCM_01141-RA,35,2_Tcm_b3v08_scaf002742_pos_41210;2_Tcm_b3v08_scaf002742_pos_41211;2_Tcm_b3v08_scaf002742_pos_41212,fixed,fixed
Tcm__HOG_23293,66,TCM_01141-RA,36,2_Tcm_b3v08_scaf002742_pos_41213;2_Tcm_b3v08_scaf002742_pos_41214;2_Tcm_b3v08_scaf002742_pos_41215,fixed,fixed
Tcm__HOG_23293,67,TCM_01141-RA,37,2_Tcm_b3v08_scaf002742_pos_41216;2_Tcm_b3v08_scaf002742_pos_41217;2_Tcm_b3v08_scaf002742_pos_41218,fixed,fixed
Tcm__HOG_23293,68,TCM_01141-RA,38,2_Tcm_b3v08_scaf002742_pos_41219;2_Tcm_b3v08_scaf002742_pos_41220;2_Tcm_b3v08_scaf002742_pos_41221,fixed,fixed
Tcm__HOG_23293,70,TCM_01141-RA,40,2_Tcm_b3v08_scaf002742_pos_41225;2_Tcm_b3v08_scaf002742_pos_41226;2_Tcm_b3v08_scaf002742_pos_41227,fixed,fixed
